hg19.kgXref.geneSymbol	hg19.knownGene.chrom	hg19.knownGene.chrom.num	hg19.knownGene.strand	hg19.knownGene.dir	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownGene.cdsStart	hg19.knownGene.cdsEnd	hg19.knownGene.exonCount	hg19.knownGene.exonStarts	hg19.knownGene.exonEnds	hg19.knownGene.proteinID	hg19.knownGene.alignID
TP63	chr3	3	+	1	189507448	189591364	189507589	189590788	8	"189507448,189526060,189582020,189584470,189585621,189586368,189587112,189590647,"	"189507631,189526315,189582207,189584586,189585731,189586505,189587195,189591364,"	C9D7C9	uc003fsa.2
TP63	chr3	3	+	1	189349215	189615068	189349304	189612020	12	"189349215,189455528,189456430,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189604182,189611994,"	"189349366,189455657,189456563,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189604340,189615068,"	Q9H3D4-7	uc010hzc.1
TP63	chr3	3	+	1	189526060	189587195	189526093	189587195	6	"189526060,189582020,189584470,189585621,189586368,189587112,"	"189526315,189582207,189584586,189585731,189586493,189587195,"	C9D7C9	uc003fse.1
TP63	chr3	3	+	1	189507448	189615068	189507589	189612020	10	"189507448,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189604182,189611994,"	"189507631,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189604340,189615068,"	C9D7D0	uc021xir.1
TP63	chr3	3	+	1	189349215	189615068	189349304	189612010	13	"189349215,189455528,189456430,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189604182,189607128,189611994,"	"189349366,189455657,189456563,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189604340,189607273,189615068,"	Q9H3D4-3	uc003frz.2
TP63	chr3	3	+	1	189349215	189599284	189349304	189597967	11	"189349215,189455528,189456430,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189597852,"	"189349366,189455657,189456563,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189599284,"	Q9H3D4-5	uc003frx.2
TP63	chr3	3	+	1	189507448	189615068	189507589	189612291	12	"189507448,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189604182,189607128,189608577,189611994,"	"189507631,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189604340,189607273,189608671,189615068,"	Q9H3D4-2	uc003fsc.2
TP63	chr3	3	+	1	189507448	189615068	189507589	189612010	11	"189507448,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189604182,189607128,189611994,"	"189507631,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189604340,189607273,189615068,"	Q9H3D4-4	uc003fsd.2
TP63	chr3	3	+	1	189507448	189599284	189507589	189597967	9	"189507448,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189597852,"	"189507631,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189599284,"	Q9H3D4-6	uc003fsb.2
TP63	chr3	3	+	1	189349215	189615068	189349304	189612291	14	"189349215,189455528,189456430,189526060,189582020,189584470,189585621,189586368,189587112,189590647,189604182,189607128,189608577,189611994,"	"189349366,189455657,189456563,189526315,189582207,189584586,189585731,189586505,189587195,189590784,189604340,189607273,189608671,189615068,"	Q9H3D4	uc003fry.2
TP73	chr1	1	+	1	3644041	3652765	3647498	3649643	6	"3644041,3644692,3645890,3647490,3648026,3649310,"	"3644334,3644781,3646012,3647629,3648120,3652765,"	B7Z3B4	uc010nzl.2
TP73	chr1	1	+	1	3607235	3646315	3607469	3646016	8	"3607235,3624112,3638584,3639917,3643678,3644191,3644692,3645890,"	"3607508,3624355,3638771,3640033,3643788,3644334,3644781,3646315,"	B7Z8Z1	uc010nzj.2
TP73	chr1	1	+	1	3614609	3625098	3624139	3624376	2	"3614609,3624112,"	"3614715,3625098,"		uc009vll.3
TP73	chr1	1	+	1	3607235	3652765	3607469	3649643	12	"3607235,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3646563,3647490,3648026,3649310,"	"3607508,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3646712,3647629,3648120,3652765,"	O15350-8	uc001akr.3
TP73	chr1	1	+	1	3607235	3652765	3607469	3649326	11	"3607235,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3646563,3647490,3649310,"	"3607508,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3646712,3647629,3652765,"	O15350-9	uc001aks.3
TP73	chr1	1	+	1	3607235	3652765	3607469	3648119	11	"3607235,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3647490,3648026,3649310,"	"3607508,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3647629,3648120,3652765,"	NP_001119714	uc009vlk.2
TP73	chr1	1	+	1	3569128	3652765	3598929	3649326	13	"3569128,3598896,3599623,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3646563,3647490,3649310,"	"3569205,3598994,3599744,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3646712,3647629,3652765,"	O15350-2	uc021ofd.1
TP73	chr1	1	+	1	3569128	3652765	3598929	3648119	13	"3569128,3598896,3599623,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3647490,3648026,3649310,"	"3569205,3598994,3599744,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3647629,3648120,3652765,"	NP_001191114	uc021ofc.1
TP73	chr1	1	+	1	3569128	3652765	3598929	3649326	11	"3569128,3598896,3599623,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3649310,"	"3569205,3598994,3599744,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3652765,"	O15350-4	uc021ofb.1
TP73	chr1	1	+	1	3569128	3652765	3598929	3649643	12	"3569128,3598896,3599623,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3647490,3649310,"	"3569205,3598994,3599744,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3647629,3652765,"	C9J521	uc021off.1
TP73	chr1	1	+	1	3569128	3652765	3598929	3649643	12	"3569128,3598896,3599623,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3648026,3649310,"	"3569205,3598994,3599744,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3648120,3652765,"	O15350-6	uc021ofe.1
TP73	chr1	1	+	1	3607235	3652765	3607469	3649326	9	"3607235,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3649310,"	"3607508,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3652765,"	NP_001191118	uc021ofi.1
TP73	chr1	1	+	1	3607235	3652765	3607469	3649643	10	"3607235,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3647490,3649310,"	"3607508,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3647629,3652765,"	NP_001191119	uc021ofh.1
TP73	chr1	1	+	1	3607235	3652765	3607469	3649643	10	"3607235,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3648026,3649310,"	"3607508,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3648120,3652765,"	NP_001191120	uc021ofg.1
TP73	chr1	1	+	1	3614609	3652765	3624139	3649643	12	"3614609,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3646563,3647490,3648026,3649310,"	"3614715,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3646712,3647629,3648120,3652765,"	NP_001191121	uc010nzk.2
TP73	chr1	1	+	1	3569128	3652765	3598929	3649643	14	"3569128,3598896,3599623,3624112,3638584,3639917,3643678,3644191,3644692,3645890,3646563,3647490,3648026,3649310,"	"3569205,3598994,3599744,3624355,3638771,3640033,3643788,3644334,3644781,3646012,3646712,3647629,3648120,3652765,"	O15350	uc001akp.3
TWIST1	chr7	7	-	0	19156335	19156944	19156335	19156944	1	"19156335,"	"19156944,"	Q15672	uc022aah.1
TWIST1	chr7	7	-	0	19155090	19157295	19156335	19156944	2	"19155090,19156293,"	"19155754,19157295,"	Q15672	uc003sum.3
UNCX	chr7	7	+	1	1272653	1276613	1272653	1276613	3	"1272653,1273155,1275467,"	"1272927,1273331,1276613,"	A6NJT0	uc011jvw.2
USF1	chr1	1	-	0	161009040	161014727	161009709	161013065	11	"161009040,161009991,161010365,161010603,161011113,161011440,161011905,161012344,161012622,161013057,161014701,"	"161009799,161010120,161010460,161010662,161011201,161011636,161012007,161012460,161012672,161013150,161014727,"	P22415	uc031pqv.1
USF1	chr1	1	-	0	161009040	161015769	161009709	161013065	11	"161009040,161009991,161010365,161010603,161011113,161011440,161011905,161012344,161012622,161013057,161015647,"	"161009799,161010120,161010460,161010662,161011201,161011636,161012007,161012460,161012672,161013150,161015769,"	P22415	uc001fxi.4
USF1	chr1	1	-	0	161009040	161015769	161009709	161012004	11	"161009040,161009991,161010365,161010603,161011113,161011440,161011905,161012375,161012622,161013057,161015647,"	"161009799,161010120,161010460,161010662,161011201,161011636,161012007,161012460,161012672,161013150,161015769,"	NP_996888	uc001fxj.4
USF2	chr19	19	+	1	35759895	35770211	35760004	35770082	9	"35759895,35760348,35760483,35760705,35761349,35761620,35761985,35769600,35769848,"	"35760066,35760395,35760602,35760906,35761500,35761708,35762044,35769695,35770211,"	B4DLJ1	uc010xss.1
USF2	chr19	19	+	1	35759895	35770718	35760004	35770159	8	"35759895,35760348,35760483,35761661,35761985,35769600,35769848,35770069,"	"35760066,35760395,35760602,35761708,35762044,35769695,35769977,35770718,"	Q6YI47	uc002nyt.1
USF2	chr19	19	+	1	35759895	35770718	35760004	35770159	10	"35759895,35760348,35760483,35760705,35761349,35761620,35761985,35769600,35769848,35770069,"	"35760066,35760395,35760602,35760906,35761500,35761708,35762044,35769695,35769977,35770718,"	Q15853	uc002nyq.1
USF2	chr19	19	+	1	35759895	35770718	35760004	35770159	9	"35759895,35760348,35760483,35761349,35761620,35761985,35769600,35769848,35770069,"	"35760066,35760395,35760602,35761500,35761708,35762044,35769695,35769977,35770718,"	Q15853-3	uc002nyr.1
USF2	chr19	19	+	1	35760483	35770718	35761634	35770159	8	"35760483,35760705,35761349,35761620,35761985,35769600,35769872,35770069,"	"35760602,35760906,35761500,35761708,35762044,35769695,35769977,35770718,"	Q15853-3	uc002nyv.1
VAX1	chr10	10	-	0	118892800	118897812	118893518	118897567	3	"118892800,118895982,118897326,"	"118894094,118896170,118897812,"	Q5SQQ9	uc009xyx.3
VAX1	chr10	10	-	0	118888031	118897812	118891719	118897567	4	"118888031,118891950,118895982,118897326,"	"118891813,118891988,118896170,118897812,"	Q5SQQ9-2	uc001ldb.1
VAX2	chr2	2	+	1	71127719	71160575	71127751	71160334	3	"71127719,71148227,71159896,"	"71127998,71148415,71160575,"	Q9UIW0	uc002shh.3
VDR	chr12	12	-	0	48235319	48298814	48238528	48272648	9	"48235319,48240117,48240439,48249412,48250911,48251286,48258829,48272598,48298737,"	"48238788,48240234,48240591,48249584,48251032,48251471,48258960,48272898,48298814,"	B4DRV7	uc010slq.2
VDR	chr12	12	-	0	48235319	48298814	48238528	48272896	10	"48235319,48240117,48240439,48249412,48250911,48251286,48258829,48272750,48276476,48298737,"	"48238788,48240234,48240591,48249584,48251032,48251471,48258960,48272898,48276557,48298814,"	P11473	uc001rqn.3
VDR	chr12	12	-	0	48235319	48298814	48238528	48272896	11	"48235319,48240117,48240439,48249412,48250911,48251286,48258829,48272750,48276476,48293619,48298737,"	"48238788,48240234,48240591,48249584,48251032,48251471,48258960,48272898,48276557,48293741,48298814,"	P11473	uc001rqm.3
VDR	chr12	12	-	0	48235319	48298814	48238528	48298413	10	"48235319,48240117,48240439,48249412,48250911,48251286,48258829,48272750,48276476,48298346,"	"48238788,48240234,48240591,48249584,48251032,48251471,48258960,48272898,48276557,48298814,"	G3V1V9	uc001rql.3
VENTX	chr10	10	+	1	135051407	135055433	135051418	135053810	3	"135051407,135053179,135053435,"	"135051659,135053340,135055433,"	O95231	uc010quy.1
VEZF1	chr17	17	-	0	56056512	56060754	56056513	56060319	4	"56056512,56057963,56059233,56060059,"	"56056674,56058165,56059297,56060754,"	J9JIC7	uc010dcn.1
VEZF1	chr17	17	-	0	56048909	56065615	56051833	56065472	6	"56048909,56056512,56057963,56059233,56060059,56065439,"	"56052261,56056674,56058147,56059297,56060754,56065615,"	Q14119	uc002ivf.1
VSX1	chr20	20	-	0	25051520	25063015	25052570	25062732	4	"25051520,25059464,25060071,25062308,"	"25052654,25059588,25060150,25063015,"	Q9NZR4-7	uc010gdf.3
VSX1	chr20	20	-	0	25051520	25063015	25052556	25062732	5	"25051520,25058320,25059464,25060071,25062308,"	"25052654,25058501,25059588,25060150,25063015,"	Q9NZR4-8	uc010gdd.3
VSX1	chr20	20	-	0	25056071	25063015	25056896	25062732	5	"25056071,25058320,25059464,25060071,25062308,"	"25057186,25058501,25059588,25060150,25063015,"	Q9NZR4	uc002wuf.4
VSX1	chr20	20	-	0	25059178	25063015	25059371	25062732	3	"25059178,25060071,25062308,"	"25059588,25060150,25063015,"	Q9NZR4-2	uc002wug.2
VSX1	chr20	20	-	0	25051520	25063015	25051520	25051520	6	"25051520,25053171,25058320,25059464,25060071,25062308,"	"25052654,25053279,25058501,25059588,25060150,25063015,"		uc002wue.4
VSX1	chr20	20	-	0	25051520	25063015	25051520	25051520	5	"25051520,25053171,25059464,25060071,25062308,"	"25052654,25053279,25059588,25060150,25063015,"		uc010gde.3
VSX2	chr14	14	+	1	74706174	74729441	74706264	74727622	5	"74706174,74707884,74711867,74726304,74727296,"	"74706634,74707969,74711991,74726485,74729441,"	P58304	uc001xpq.3
XBP1	chr22	22	-	0	29190547	29193033	29191162	29192070	2	"29190547,29192034,"	"29191720,29193033,"	P17861-2	uc003aec.3
XBP1	chr22	22	-	0	29190547	29196560	29191533	29196512	5	"29190547,29192034,29193064,29195044,29196285,"	"29191720,29192180,29193193,29195141,29196560,"	P17861-2	uc021wnp.1
YY1	chr14	14	+	1	100705101	100745371	100705581	100743937	5	"100705101,100728640,100741034,100742826,100743754,"	"100706260,100728803,100741095,100742985,100745371,"	P25490	uc001ygy.2
YY2	chrX	23	+	1	21874104	21876845	21874602	21875721	1	"21874104,"	"21876845,"	O15391	uc011mjp.2
ZBED1	chrX	23	-	0	2406675	2408760	2406675	2408760	1	"2406675,"	"2408760,"	O96006	uc022brx.1
ZBED1	chrX	23	-	0	2404454	2418580	2406675	2408760	2	"2404454,2418351,"	"2408813,2418580,"	O96006	uc004cqh.2
ZBED1	chrX	23	-	0	2404454	2419015	2406675	2408760	2	"2404454,2418857,"	"2408813,2419015,"	O96006	uc022brw.1
ZBED1	chrX	23	-	0	2404454	2419015	2406675	2408760	2	"2404454,2418857,"	"2408810,2419015,"	O96006	uc004cqg.2
ZBTB12	chr6	6	-	0	31867702	31869082	31867702	31869082	1	"31867702,"	"31869082,"	Q9Y330	uc021yva.1
ZBTB12	chr6	6	-	0	31867393	31869769	31867702	31869082	2	"31867393,31869613,"	"31869102,31869769,"	Q9Y330	uc003nyd.1
ZBTB14	chr18	18	-	0	5289017	5296194	5290856	5293245	4	"5289017,5293242,5293970,5295811,"	"5292203,5293326,5294000,5296194,"	O43829	uc002kmr.3
ZBTB14	chr18	18	-	0	5289017	5295701	5290856	5293245	4	"5289017,5293242,5293970,5295650,"	"5292203,5293326,5294000,5295701,"	O43829	uc002kmq.3
ZBTB14	chr18	18	-	0	5289017	5297052	5290856	5293245	4	"5289017,5293242,5293970,5297010,"	"5292203,5293326,5294000,5297052,"	O43829	uc021ugn.1
ZBTB14	chr18	18	-	0	5289017	5296194	5290856	5293245	3	"5289017,5293242,5295811,"	"5292203,5293326,5296194,"	O43829	uc010dkp.3
ZBTB18	chr1	1	+	1	244212240	244220780	244217103	244218672	2	"244212240,244217089,"	"244212295,244220780,"	Q99592	uc031psv.1
ZBTB18	chr1	1	+	1	244216506	244220780	244217103	244218672	1	"244216506,"	"244220780,"	Q99592	uc001iae.4
ZBTB18	chr1	1	+	1	244214560	244220780	244214733	244218672	2	"244214560,244217089,"	"244214746,244220780,"	Q99592-2	uc001iad.5
ZBTB26	chr9	9	-	0	125680377	125693544	125680887	125682213	2	"125680377,125693342,"	"125682223,125693544,"	Q9HCK0	uc004bnj.3
ZBTB26	chr9	9	-	0	125680887	125682213	125680887	125682213	1	"125680887,"	"125682213,"	Q9HCK0	uc022bnc.1
ZBTB26	chr9	9	-	0	125680377	125693779	125680887	125682213	2	"125680377,125693715,"	"125682223,125693779,"	Q9HCK0	uc004bnk.3
ZBTB32	chr19	19	+	1	36204334	36207940	36204334	36204334	4	"36204334,36205424,36207034,36207379,"	"36204356,36206409,36207199,36207940,"		uc002oaz.3
ZBTB32	chr19	19	+	1	36203829	36207940	36205528	36207654	6	"36203829,36205424,36206658,36206840,36207034,36207379,"	"36203935,36206409,36206732,36206909,36207199,36207940,"	Q9Y2Y4	uc002oay.3
ZBTB33	chrX	23	+	1	119387270	119389289	119387270	119389289	1	"119387270,"	"119389289,"	Q86T24	uc022cdm.1
ZBTB33	chrX	23	+	1	119384606	119392251	119387270	119389289	3	"119384606,119386523,119387268,"	"119384832,119386625,119392251,"	Q86T24	uc010nqm.1
ZBTB33	chrX	23	+	1	119384606	119392251	119387270	119389289	2	"119384606,119387268,"	"119384832,119392251,"	Q86T24	uc004esn.1
ZBTB6	chr9	9	-	0	125673076	125674351	125673076	125674351	1	"125673076,"	"125674351,"	Q15916	uc022bnb.1
ZBTB6	chr9	9	-	0	125670334	125675607	125673076	125674351	2	"125670334,125675529,"	"125674360,125675607,"	Q15916	uc004bnh.4
ZBTB7A	chr19	19	-	0	4045215	4065487	4047749	4055230	3	"4045215,4053968,4065427,"	"4048242,4055245,4065487,"	O95365	uc002lzh.3
ZBTB7A	chr19	19	-	0	4045215	4066816	4047749	4055230	3	"4045215,4053968,4066679,"	"4048242,4055245,4066816,"	O95365	uc002lzi.3
ZBTB7B	chr1	1	+	1	154986923	154991001	154987136	154989161	2	"154986923,154988695,"	"154988290,154991001,"	O15156	uc001fgl.4
ZBTB7B	chr1	1	+	1	154975105	154991001	154983395	154989161	5	"154975105,154982733,154983391,154987130,154988695,"	"154975419,154982873,154983491,154988290,154991001,"	J3KQQ3	uc010peq.3
ZBTB7B	chr1	1	+	1	154975105	154991001	154987136	154989161	3	"154975105,154987130,154988695,"	"154975419,154988290,154991001,"	O15156	uc031ppr.1
ZBTB7B	chr1	1	+	1	154975105	154991001	154983395	154989161	6	"154975105,154975318,154982733,154983391,154987130,154988695,"	"154975145,154975419,154982873,154983491,154988290,154991001,"	J3KQQ3	uc001fgj.4
ZBTB7B	chr1	1	+	1	154975105	154991001	154987136	154989161	5	"154975105,154975318,154986490,154987130,154988695,"	"154975162,154975419,154986569,154988290,154991001,"	O15156	uc009wpa.3
ZBTB7B	chr1	1	+	1	154975105	154991001	154987136	154989161	4	"154975105,154975318,154987130,154988695,"	"154975162,154975419,154988290,154991001,"	O15156	uc001fgk.4
ZBTB7C	chr18	18	-	0	45553638	45691937	45555630	45691512	3	"45553638,45566270,45691501,"	"45556282,45567494,45691937,"	A1YPR0	uc010dnu.3
ZBTB7C	chr18	18	-	0	45553638	45691937	45555630	45688768	4	"45553638,45566270,45688718,45691501,"	"45556282,45567494,45688768,45691937,"	A1YPR0	uc010dnv.3
ZBTB7C	chr18	18	-	0	45553638	45935663	45555630	45567478	5	"45553638,45566270,45712304,45864544,45935596,"	"45556282,45567494,45712366,45864769,45935663,"	A1YPR0	uc010dnw.3
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45691512	5	"45566270,45691501,45712304,45864544,45935596,"	"45567494,45691628,45712366,45864769,45935663,"	A1YPR0	uc010dom.1
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45567478	5	"45566270,45598830,45712304,45864544,45935596,"	"45567494,45598981,45712366,45864769,45935663,"	A1YPR0	uc010dop.1
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45567478	6	"45566270,45706740,45711694,45712304,45864544,45935596,"	"45567494,45706848,45711826,45712366,45864769,45935663,"	A1YPR0	uc010doo.1
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45706708	6	"45566270,45706700,45711694,45712304,45864544,45935596,"	"45567494,45706848,45711826,45712366,45864769,45935663,"	A1YPR0	uc010don.1
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45691512	6	"45566270,45691501,45711694,45712304,45864544,45935596,"	"45567494,45691628,45711826,45712366,45864769,45935663,"	A1YPR0	uc010dou.1
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45567478	3	"45566270,45712304,45935596,"	"45567494,45712366,45935663,"	A1YPR0	uc010dot.1
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45691512	4	"45566270,45691501,45712304,45935596,"	"45567494,45691628,45712366,45935663,"	A1YPR0	uc010doq.1
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45688768	5	"45566270,45688718,45691501,45712304,45935596,"	"45567494,45688768,45691628,45712366,45935663,"	A1YPR0	uc010dor.1
ZBTB7C	chr18	18	-	0	45566270	45935663	45566272	45567478	4	"45566270,45712304,45934728,45935596,"	"45567494,45712366,45935026,45935663,"	A1YPR0	uc010dos.1
